Autor des Briefes (Absender)	GND-ID, http://d-nb.info/gnd/	2. Autor des Briefes (Absender)	GND-ID, http://d-nb.info/gnd/	Fingierter Brieftitel	Absenderort	Gaz-ID AO	Wann der Brief verfasst wurde	Umfang des Briefes	Empfänger des Briefes	GND-ID, http://d-nb.info/gnd/	Weiterer Empfänger des Briefes	GND-ID, http://d-nb.info/gnd/	Weiterer Empfänger des Briefes	GND-ID, http://d-nb.info/gnd/	Empfängerort	ga-ID EO	Briefzusammenhang
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Norderney		1865-04-23	1 Bl. 4 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1865-11-13	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1865-12-12	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-01-13	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-02-09	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-02-27	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-03-12	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-05-05	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-06-02	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-06-21	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-06-28	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Ohne Ort		1866-06-09	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-07-24	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-08-29	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Wernigerode		1866-08-22	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-12-14	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1866-12-26	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1867-01-07	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1867-02-23	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1867-03-13	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wolfgang Helbig.	Berlin		1867-04-03	1 Bl. 2 Seiten.	Helbig, Wolfgang,	118710036					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Ohne Ort.			1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Ohne Ort.			1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Ohne Ort.			1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1829-01-10	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Neapel		1829-11-10	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Heidelberg		1832-09-22	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1833-05-04	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1833-06-13	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1833-06-16	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1833-02	2 Bl. 8 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-04-02	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-04-07	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-04-22	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-04-08	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-05-03	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-05-10	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-05-10	2 Bl. 8 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-05-19	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-05-24	3 Bl. 12 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-05-29	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1834-05-31	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Bonn		1834-10-05	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1834-11-18	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1834-12-06	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1834-12-18	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1834-12-23	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1834-12-30	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-01-08	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-01-27	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-02-03	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-02-10	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-02-17	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Ohne Ort.			1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-03-28	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-03-28	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-03-31	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-04-02	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-06-05	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-06-05	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Bonn		1835-08-10	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Breslau		1835-09-21	3 Bl. 12 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-12-17	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1835-12-30	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1836-01-05	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1836-02-25	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1836-02-25	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1836-03-24	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1836-03-28	2 Bl. 6 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1836-03-31	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Berlin		1836-06-21	1 Bl. 2 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1836-11-09	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1836-11-14	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1836-11-21	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Christian Karl Josias von Bunsen.	Rom		1836-12-12	1 Bl. 4 Seiten.	Bunsen, Christian Karl Josias,	118668005					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Christian Karl von Bunsen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1849-02-13	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1849-02-17	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1849-03-06	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1849-03-22	1 Bl. 4 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1849-03-24	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1849-04-11	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1850-05-16	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1856-02-28	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Emil Braun.	Berlin		1848-10-26	1 Bl. 2 Seiten.	Braun, Emil,	116415738					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Emil Braun
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Heinrich Brockhaus.	Berlin		1837-12-28	1 Bl. 2 Seiten.	Brockhaus, Heinrich						Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1848-05-04	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1848-05-13	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
