Autor des Briefes (Absender)	GND-ID, http://d-nb.info/gnd/	2. Autor des Briefes (Absender)	GND-ID, http://d-nb.info/gnd/	Fingierter Brieftitel	Absenderort	Gaz-ID AO	Wann der Brief verfasst wurde	Umfang des Briefes	Empfänger des Briefes	GND-ID, http://d-nb.info/gnd/	Weiterer Empfänger des Briefes	GND-ID, http://d-nb.info/gnd/	Weiterer Empfänger des Briefes	GND-ID, http://d-nb.info/gnd/	Empfängerort	ga-ID EO	Briefzusammenhang
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1862-04-12	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1862-04-03	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1862-03-27	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Ohne Ort.			1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-01-01	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-01-20	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-01-22	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-01-28	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-02-07	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-02-14	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-03-04	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-03-17	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-03-31	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-04-14	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-04-16	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-04-28	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-05-03	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-05-15	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-05-29	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-06-13	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-07-11	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Rolandseck		1863-09-05	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-09-22	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-03-21	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-03-19	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-03-05	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-03-01	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-02-16	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-02-01	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-01-21	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-01-19	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-01-19	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-01-12	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-01-06	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-12-29	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-12-07	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Ohne Ort.			1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-11-10	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-10-26	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-10-26	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-10-12	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-10-12	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1863-09-22	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-11-25	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-11-17	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-11-07	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-10-25	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-10-14	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-10-10	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-10-03	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-09-26	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Borkum		1864-09-03	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Borkum		1864-08-18	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-08-01	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-07-20	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-07-11	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-07-27	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-06-14	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-05-30	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-05-17	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-05-13	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-04-19	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-04-05	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-04-25	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-04-21	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-04-13	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-04-08	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-04-07	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-04-03	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-03-17	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-03-03	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-02-25	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-02-10	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-02-08	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-02-03	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-01-25	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-01-21	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-01-08	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Ohne Ort.			1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-12-25	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-12-14	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-12-09	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1864-12-02	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-11-14	1 Bl. 4 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
Gerhard, Eduard,	118717030			Brief von Eduard Gerhard an Wilhelm Henzen.	Berlin		1865-11-09	1 Bl. 2 Seiten.	Henzen, Wilhelm,	118710605					Rom	2323295	Gelehrtenbriefe - Gelehrtenbriefe von Eduard Gerhard - Gelehrtenbriefe von Eduard Gerhard an Wilhelm Henzen
